1;Anderson;1481081973879;click;index.html;item;a;165;352
1;Anderson;1481081979677;click;1-1.html;img-responsive 1-1-img1;img;641;467
1;Anderson;1481081979860;click;1-1.html;img-responsive 1-1-img1;img;638;480
1;Anderson;1481081980069;click;1-1.html;img-responsive 1-1-img1;img;664;475
1;Anderson;1481081981346;click;1-1.html;img-responsive 1-1-img4;img;721;548
1;Anderson;1481081981529;click;1-1.html;img-responsive 1-1-img4;img;741;555
1;Anderson;1481081981664;click;1-1.html;img-responsive 1-1-img4;img;780;520
1;Anderson;1481081982648;click;1-1.html;img-responsive 1-1-img5;img;788;593
1;Anderson;1481081982772;click;1-1.html;img-responsive 1-1-img5;img;801;580
1;Anderson;1481081982930;click;1-1.html;img-responsive 1-1-img5;img;794;585
1;Anderson;1481081983080;click;1-1.html;img-responsive 1-1-img5;img;786;595
1;Anderson;1481081985705;click;index.html;item;a;204;429
1;Anderson;1481081987332;click;1-2.html;;p;579;232
1;Anderson;1481081987535;click;1-2.html;;p;565;252
1;Anderson;1481081987686;click;1-2.html;;p;563;278
1;Anderson;1481081988119;click;1-2.html;;p;575;296
1;Anderson;1481081988243;click;1-2.html;;p;582;285
1;Anderson;1481081993196;click;1-2.html;container;div;533;189
1;Anderson;1481081993872;click;1-2.html;;h2;622;164
1;Anderson;1481081999996;click;index.html;item;a;223;557
1;Anderson;1481082001481;click;1-4.html;;p;567;303
1;Anderson;1481082001757;click;1-4.html;container;div;585;267
1;Anderson;1481082002065;click;1-4.html;;p;581;257
1;Anderson;1481082002297;click;1-4.html;;p;580;270
1;Anderson;1481082002634;click;1-4.html;;p;597;208
1;Anderson;1481082002860;click;1-4.html;;p;605;232
1;Anderson;1481082003362;click;1-4.html;;p;645;230
1;Anderson;1481082003565;click;1-4.html;;p;656;228
1;Anderson;1481082003809;click;1-4.html;;p;662;217
1;Anderson;1481082004065;click;1-4.html;;h1;657;180
1;Anderson;1481082004476;click;1-4.html;;h1;656;175
1;Anderson;1481082004657;click;1-4.html;;h1;665;184
1;Anderson;1481082005149;click;1-4.html;;p;691;299
1;Anderson;1481082005353;click;1-4.html;;p;689;352
1;Anderson;1481082005574;click;1-4.html;container;div;690;360
1;Anderson;1481082006288;click;1-4.html;;p;748;304
1;Anderson;1481082006528;click;1-4.html;;strong;738;332
1;Anderson;1481082016983;click;index.html;item;a;199;608
1;Anderson;1481082083855;click;questionario.html;D:1:H:1-1 btn btn-info btn-lg;button;418;507
1;Anderson;1481082091164;click;questionario.html;D:1:H:1-1 close;button;922;170
1;Anderson;1481082103051;click;index.html;item;a;204;487
1;Anderson;1481082106136;click;1-3.html;;p;601;380
1;Anderson;1481082106485;click;1-3.html;;p;608;367
1;Anderson;1481082418104;;1-3.html;;;;
